,VERIFICATION STATUS,ORGANIZATION,CATEGORY,EMAIL ,Link,PHONE,ADDRESS,WEBSITE,Services Provided,Hours of Service,Comment,latitude,longitude
49,Verified,BrightView,Mental Health Substance Use,,,888-501-9865,"4899 Prince William Parkway, Woodbridge, VA 22192",www.brightviewhealth.com,"When you or someone you know faces addiction, it can be challenging to know what to do. The most important step of the process is getting into treatment. At BrightView, we offer a variety of addiction treatment programs and services to fit each person’s unique needs.

We offer programs for drug addiction and programs for alcohol addiction, including personalized outpatient options. Our comprehensive treatment programs for addiction recovery are evidence-based and tailored to your needs.

If you’re unsure which addiction recovery programs are right for you or a loved one, our addiction treatment services team can help. Contact our team today at 888.501.9865.","Monday8:30 am-5:00 pm
Tuesday8:30 am-5:00 pm
Wednesday8:30 am-5:00 pm
Thursday8:30 am-5:00 pm
Friday8:30 am-5:00 pm
SaturdayClosed
SundayClosed",,38.6781499,-77.3550099
50,,Bristow Assembly of God Church,Faith Based Services,info@BristowAssemblyOfGod.org,,(703) 754-9086,"11804 Nokesville Rd, Bristow, VA 20136",http://bristowassemblyofgod.org/,,,,38.7304312,-77.5503596
51,,Brittany Regency HOA,HOA,,,(703) 909-5459,,,,,,40.7035916,-104.7808024
52,,Buckhall United Methodist Church,Faith Based Services,pastor@buckhall-umc.org,,(703) 368-0276 ,"10251 Moore Dr, Manassas, VA 20111",http://www.buckhall-umc.org/,,,,38.7340274,-77.43247629999999
53,Verified,Bull Run Library,Education Services,,,703-792-4500,"8051 Ashton Ave, Manassas, VA 20109",www.pwcva.gov/library,,"Sunday	1:00 PM - 5:00 PM
Monday	10:00 AM - 8:00 PM
Tuesday	10:00 AM - 8:00 PM
Wednesday	10:00 AM - 5:00 PM
Thursday	10:00 AM - 5:00 PM
Friday	10:00 AM - 5:00 PM
Saturday	10:00 AM - 5:00 PM",,38.7869142,-77.52056110000001
54,Verified,Bull Run Unitarian Universalists,Housing Utilities Finances,office@bruu.org,,703-361-6269,"9350 Main St, Manassas, VA 20110",http://www.bruu.org/,"The Bull Run Unitarian Universalists’ facility is the perfect setting for special personal or business events – both large and small. The building offers a spacious sanctuary, many classrooms, and a large meeting/dining hall with an adjoining kitchen. Located on the corner of Church and Main Streets in the heart of historic Old Town, Manassas, the structure is both charming and convenient. Built in the late 1920’s, the building’s stately facade is red brick.

- Inside the double front doors, the large, airy sanctuary features stained glass windows and wood pews that seat up to 230, including the balcony.
- Downstairs, the meeting room/dining hall seats 120 and has an adjoining kitchen.
- Throughout the building are multipurpose rooms of various sizes, available for small group meetings or training sessions.
To apply for rental of any BRUU resource, please contact us at office@bruu.org or (703) 361-6269 and make an appointment between 10:00am-2:00pm on Monday-Friday.",Make an appointment between 10:00am-2:00pm on Monday-Friday.,,38.7516535,-77.4720346
55,,Calvary Baptist Church,Faith Based Services,office@CBC-woodbridge.org,,(703) 670-7217,"15880 Crest Dr, Woodbridge, VA 22191",www.cbc-woodbridge.org,,,,38.6068727,-77.30034570000001
56,,Calvary Chapel of Manassas,Faith Based Services,davidspear@calvarychapelmanassas.org,,703-369-7786,"9312 Brentsville Rd, Manassas, VA 20112",http://www.calvarychapelmanassas.org/,,,,38.7060313,-77.4787034
57,Verified,Canterbury Woods Community Center,Community and Recreation Centers,,,(703) 491-2154,"12184 Chaucer Ln, Lake Ridge, VA 22192",http://www.lakeridgeva.com/page/299~61272/Amenities,"Canterbury Woods Community Center is a welcoming hub for residents of Woodbridge, VA, offering a variety of amenities and activities for community members to enjoy.

With a focus on fostering a sense of belonging and connection, the center provides a space for individuals to socialize, engage in recreational pursuits, and participate in community events.",,,38.6856096,-77.3247185
58,Verified,Capital Area Food Bank,Food,,,(571) 482-4770,"6833 Hill Park Drive, Lorton, VA 22079",https://www.capitalareafoodbank.org/,"The Capital Area Food Bank is the anchor of the hunger relief infrastructure in our region, providing more than 60 million meals to people in communities across D.C., Maryland, and Virginia. But we don’t stop there, because we know that creating long term solutions to hunger requires more than meals. It requires education, training, and opportunity. In short, it demands ideas that address the big picture. That’s why we’re approaching the problem in multiple ways: providing food for today, and addressing the root causes of hunger by partnering with organizations that provide critical services like job training programs and health care.

Without good food, everything becomes more difficult—including thinking, learning, growing, and staying healthy. Every day, our partners, donors, and volunteers help to change that for thousands of people.",,,38.7411408,-77.179733
59,,Cardinal Crest HOA,HOA,,,(703) 670-6061,,,,,,40.7035916,-104.7808024
60,Verified,CASA,Immigrant Support Services,,,571.421.2211,"2359 Research Ct, Woodbridge, VA 22192",https://wearecasa.org/virginia/,"CASA has been advocating for legislative change in the Virginia General Assembly since 2014. Throughout that time CASA has advocated and created change within Virginia. In 2020, the organization successfully achieved driving privileges for all, instate tuition for all, increased funding for English-language learners students, and increased the minimum wage. This was all done through an organized community effort and self-advocacy alongside CASA. As the largest immigrant and Latino advocacy organization, CASA continues pushing for justice, serving as a shining example of iconic Virginian Ella Baker: “Give light and people will find the way.”",Monday-Friday: 9:00 am – 5:00 pm,,38.6507109,-77.28437509999999
61,Verified,CASA,Legal Services,,,571.421.2211,"2359 Research Ct, Woodbridge, VA 22192",https://wearecasa.org/virginia/,"CASA has been advocating for legislative change in the Virginia General Assembly since 2014. Throughout that time CASA has advocated and created change within Virginia. In 2020, the organization successfully achieved driving privileges for all, instate tuition for all, increased funding for English-language learners students, and increased the minimum wage. This was all done through an organized community effort and self-advocacy alongside CASA. As the largest immigrant and Latino advocacy organization, CASA continues pushing for justice, serving as a shining example of iconic Virginian Ella Baker: “Give light and people will find the way.”",Monday-Friday: 9:00 am – 5:00 pm,,38.6507109,-77.28437509999999
62,Verified,CASA,Education Services,,,571.421.2211,"2359 Research Ct, Woodbridge, VA 22192",https://wearecasa.org/virginia/,"CASA has been advocating for legislative change in the Virginia General Assembly since 2014. Throughout that time CASA has advocated and created change within Virginia. In 2020, the organization successfully achieved driving privileges for all, instate tuition for all, increased funding for English-language learners students, and increased the minimum wage. This was all done through an organized community effort and self-advocacy alongside CASA. As the largest immigrant and Latino advocacy organization, CASA continues pushing for justice, serving as a shining example of iconic Virginian Ella Baker: “Give light and people will find the way.”",Monday-Friday: 9:00 am – 5:00 pm,,38.6507109,-77.28437509999999
63,Verified,CASA,Medical and Healthcare,,,571.421.2211,"2359 Research Ct, Woodbridge, VA 22192",https://wearecasa.org/virginia/,"CASA has been advocating for legislative change in the Virginia General Assembly since 2014. Throughout that time CASA has advocated and created change within Virginia. In 2020, the organization successfully achieved driving privileges for all, instate tuition for all, increased funding for English-language learners students, and increased the minimum wage. This was all done through an organized community effort and self-advocacy alongside CASA. As the largest immigrant and Latino advocacy organization, CASA continues pushing for justice, serving as a shining example of iconic Virginian Ella Baker: “Give light and people will find the way.”",Monday-Friday: 9:00 am – 5:00 pm,,38.6507109,-77.28437509999999
64,Verified,Casa BruMar Foundation,LGBTQ,secretary@casabrumarfoundation.org,,,"PO Box 953 Gainesville, Virginia 20156-0953",casabrumarfoundation.org,"To bridge the gap that leaves the LGBTQ+ community behind when it comes to equality that is equitable in education, social services, and human dignity in the Commonwealth of Virginia.

Casa BruMar Foundations charitable purposes are to provide a physical meeting space  and community social services to at risk and disadvantaged individuals experiencing homelessness, abandonment, and cruelty, especially members of the Lesbian, Gay, Bisexual, Transgender, and Queer (“LGBTQ+”) community.

Among Casa BruMar Foundations educational purposes are the encouragement and support of members of the LGBTQ+ community in their academic endeavors as they heal and rebuild after traumatic life changing experiences.

Casa BruMar Foundation achieves our mission by: (1) identifying at-risk individuals and providing them with services that will enhance the healing process; (2) reaching out to at-risk youth through school counselors and social service programs and providing them with structured experiences designed to build self-esteem, life-skills, and real world job experiences; (3) traveling to locations where at-risk members of the LGBTQ+ community may be found and providing community support, referrals, and care;  (4) establishing relationships with schools, religious and ethical institutions; police, other government officials, elected officials, health officials, community leaders, businesses and  legal professionals, to create ways for LGBTQ+ youth and young adults, who have had to flee abusive situations, leaving them homeless and precariously housed, to access essentials including food, clothing, hygiene products, and school supplies; (5) Casa BruMar Foundation fulfills its purposes through programs that lift the spirits of those in need, allowing them to move forward from the negative experiences that they have had; and (6) Casa BruMar Foundation plans activities that educate family and friends of members of the LGBTQ+ community in prevention of domestic violence, and what they can do to help; and (7) Casa BruMar Foundation celebrates the LGBTQ+ community and offers a safe gathering space for all members of the LGBTQ+ community.",,"Primarily provides resource information and support to LGBTQIA+ individuals, particularly youth. Conducts trainings for police and others, has a scholarship program for youth",38.7956706,-77.6138802
65,,Casa de Dios,Faith Based Services,discipulos6@yahoo.com,,(571) 991-5508,"3713 Pennington Lane, Woodbridge, VA 22192",http://bfwbc.com/casa-de-dios/,,,,38.6620861,-77.3244323
66,Verified,"Catholic Charities, Diocese of Arlington",Food,info@ccda.net,,703-548-4227,"200 North Glebe Road Suite 250, Arlington, VA 22203","https://www.ccda.net/find-food,-housing,-and-clothing/","We are here to assist you with food, shelter and clothing through our St. Lucy Food Project, St. Margaret of Cortona Family Transitional Housing, Christ House Men’s Transitional Housing, and the Christ House Thrift Shop.",,,38.8721356,-77.1036183
